date,hour,day_x,weekday_x,month_x,weekend_x,season_x,EP_lag_1,EP_lag_24,DAHTL_TotalLoadValue,DAHTL_lag_1h,DAHTL_lag_24h,ATL_TotalLoadValue,ATL_lag_1h,ATL_lag_24h,Biomass_Capacity,Biomass_Output,Biomass_Utilization,Fossil_Gas_Capacity,Fossil_Gas_Output,Fossil_Gas_Utilization,Fossil_Oil_Capacity,Fossil_Oil_Output,Fossil_Oil_Utilization,Hydro_Water_Reservoir_Capacity,Hydro_Water_Reservoir_Output,Hydro_Water_Reservoir_Utilization,Nuclear_Capacity,Nuclear_Output,Nuclear_Utilization,temperature_2m,wind_speed_10m,wind_direction_10m,cloudcover,shortwave_radiation,temperature_2m_lag1,wind_speed_10m_lag1,wind_direction_10m_lag1,cloudcover_lag1,shortwave_radiation_lag1,temperature_2m_lag24,wind_speed_10m_lag24,wind_direction_10m_lag24,cloudcover_lag24,shortwave_radiation_lag24,Natural_Gas_price_EUR,Natural_Gas_price_EUR_lag_1d,Coal_price_EUR,Coal_price_EUR_lag_1d,Oil_price_EUR,Oil_price_EUR_lag_1d,Carbon_Emission_price_EUR,Carbon_Emission_price_EUR_lag_1d,Electricity_price_MWh
2025-01-01 10:00:00,10,1,2,1,0,0,4.29,0.0,10689.0,10456.0,0.0,10704.0,10402.0,0.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,25.82,0.0782424242424242,6671.0,5811.81,0.871205216609204,-0.87950003,11.619692,155.75282,100.0,7.0,-0.87950003,11.619692,155.75282,100.0,7.0,-2.7294998,12.36761,129.43549,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43
2025-01-01 11:00:00,11,1,2,1,0,0,4.43,0.0,10886.0,10689.0,0.0,10946.0,10704.0,0.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,12.93,0.0391818181818181,6671.0,5811.5,0.8711587468145705,-0.8545,12.900745,162.407,100.0,24.5,-0.8545,12.900745,162.407,100.0,24.5,-2.2294998,17.721504,113.45804,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44
2025-01-01 12:00:00,12,1,2,1,0,0,4.44,0.0,11042.0,10886.0,0.0,11192.0,10946.0,0.0,236.0,0.0,0.0,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,9.53,0.0288787878787878,6671.0,5811.76,0.8711977214810374,-0.7795,11.332935,178.37888,100.0,23.5,-0.8545,12.900745,162.407,100.0,24.5,-1.8295,20.765064,113.379715,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
2025-01-01 13:00:00,13,1,2,1,0,0,4.5,0.0,11276.0,11042.0,0.0,11463.0,11192.0,0.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,9.29,0.0281515151515151,6671.0,5813.13,0.8714030879928047,-0.8795,11.963596,8.606747,100.0,22.5,-0.7795,11.332935,178.37888,100.0,23.5,-1.0045,19.753082,109.784,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99
2025-01-01 14:00:00,14,1,2,1,0,0,5.99,0.0,11599.0,11276.0,0.0,11836.0,11463.0,0.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,8.39,0.0254242424242424,6671.0,5811.95,0.8712262029680707,-1.7795,14.232489,5.6743,100.0,28.5,-0.8795,11.963596,8.606747,100.0,22.5,-0.9545,13.897116,94.45749,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.26
2025-01-01 15:00:00,15,1,2,1,0,0,12.26,0.0,11840.0,11599.0,0.0,12026.0,11836.0,0.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,4.26,0.0129090909090909,6671.0,5810.79,0.8710523159946035,-1.9295,15.244076,21.258373,100.0,5.5,-1.7795,14.232489,5.6743,100.0,28.5,-0.50450003,12.2674675,124.68515,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.84
2025-01-01 16:00:00,16,1,2,1,0,0,18.84,0.0,11900.0,11840.0,0.0,12056.0,12026.0,0.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,10.55,0.0319696969696969,6671.0,5815.14,0.8717043921451058,-2.1295,14.73335,25.624434,100.0,0.0,-1.9295,15.244076,21.258373,100.0,5.5,0.070500135,13.102611,132.42181,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69
2025-01-01 17:00:00,17,1,2,1,0,0,20.69,0.0,11806.0,11900.0,0.0,11864.0,12056.0,0.0,236.0,0.0,0.0,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,20.82,0.063090909090909,6671.0,5814.91,0.8716699145555389,-2.3295,15.172782,22.98307,100.0,0.0,-2.3295,15.172782,22.98307,100.0,0.0,0.04550004,13.044469,129.65166,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.31
2025-01-01 18:00:00,18,1,2,1,0,0,16.31,0.0,11615.0,11806.0,0.0,11733.0,11864.0,0.0,236.0,0.0,0.0,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,12.91,0.0391212121212121,6671.0,5812.97,0.8713791035826713,-2.7545,16.425053,15.680752,100.0,0.0,-2.3295,15.172782,22.98307,100.0,0.0,-0.2795,10.3288765,140.3955,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2025-01-01 19:00:00,19,1,2,1,0,0,10.0,0.0,11417.0,11615.0,0.0,11652.0,11733.0,0.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,10.66,0.0323030303030303,6671.0,5813.24,0.8714195772747714,-3.3544998,17.057228,12.310812,100.0,0.0,-2.7545,16.425053,15.680752,100.0,0.0,-0.6294999,9.495223,309.77667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07
2025-01-01 20:00:00,20,1,2,1,0,0,8.07,0.0,11149.0,11417.0,0.0,11555.0,11652.0,0.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,10.02,0.0303636363636363,6671.0,5813.17,0.871409084095338,-3.6545,15.691507,184.80373,100.0,0.0,-3.3544998,17.057228,12.310812,100.0,0.0,-0.7545,11.686474,148.26068,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88
2025-01-01 21:00:00,21,1,2,1,0,0,6.88,0.0,10896.0,11149.0,0.0,11287.0,11555.0,0.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,19.69,0.0596666666666666,6671.0,5813.2,0.871413581172238,-4.0045,15.498386,358.0498,100.0,0.0,-3.6545,15.691507,184.80373,100.0,0.0,-0.8795,10.603148,152.93349,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64
2025-01-01 22:00:00,22,1,2,1,0,0,9.64,0.0,10681.0,10896.0,0.0,10936.0,11287.0,0.0,236.0,0.0,0.0,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,10.22,0.0309696969696969,6671.0,5815.0,0.8716834057862389,-4.4045,14.938774,349.15198,100.0,0.0,-4.4045,14.938774,349.15198,100.0,0.0,-0.87950003,11.619692,155.75282,100.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04
2025-01-01 23:00:00,23,1,2,1,0,0,7.04,0.0,10559.0,10681.0,0.0,10702.0,10936.0,0.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,21.44,0.0649696969696969,6671.0,5815.41,0.8717448658372058,-5.2545,14.69268,341.51746,100.0,0.0,-4.4045,14.938774,349.15198,100.0,0.0,-0.8545,12.900745,162.407,100.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
2025-01-02 00:00:00,0,2,3,1,0,0,3.4,2.47,10510.0,10559.0,9651.0,10525.0,10702.0,9658.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,10.67,0.0323333333333333,6671.0,5815.84,0.8718093239394394,-6.0545,13.506487,337.425,100.0,0.0,-5.2545,14.69268,341.51746,100.0,0.0,-0.8545,12.900745,162.407,100.0,24.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,3.25
2025-01-02 01:00:00,1,2,3,1,0,0,3.25,2.44,10401.0,10510.0,9497.0,10456.0,10525.0,9417.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,8.87,0.0268787878787878,6671.0,5814.75,0.8716459301454055,-6.3545,11.764734,328.36444,100.0,0.0,-6.0545,13.506487,337.425,100.0,0.0,-0.7795,11.332935,178.37888,100.0,23.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,4.0
2025-01-02 02:00:00,2,2,3,1,0,0,4.0,1.98,10394.0,10401.0,9395.0,10490.0,10456.0,9195.0,236.0,0.0,0.0,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,2.27,0.0068787878787878,6671.0,5815.71,0.871789836606206,-6.3545,12.394037,330.26654,100.0,0.0,-6.3545,11.764734,328.36444,100.0,0.0,-0.7795,11.332935,178.37888,100.0,23.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,6.69
2025-01-02 03:00:00,3,2,3,1,0,0,6.69,1.79,10506.0,10394.0,9321.0,10629.0,10490.0,9119.0,236.0,0.0,0.0,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,0.0,0.0,6671.0,5816.5,0.8719082596312397,-6.5795,11.835775,326.70898,100.0,0.0,-6.3545,12.394037,330.26654,100.0,0.0,-0.8795,11.963596,8.606747,100.0,22.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,10.71
2025-01-02 04:00:00,4,2,3,1,0,0,10.71,2.71,10857.0,10506.0,9368.0,11072.0,10629.0,9231.0,236.0,0.0,0.0,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,0.0,0.0,6671.0,5817.049999999999,0.8719907060410732,-6.7545,12.032518,321.14062,100.0,0.0,-6.5795,11.835775,326.70898,100.0,0.0,-0.8795,11.963596,8.606747,100.0,22.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,17.77
2025-01-02 05:00:00,5,2,3,1,0,0,17.77,1.78,11593.0,10857.0,9532.0,11794.0,11072.0,9452.0,236.0,17.47,0.0740254237288135,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,86.44,0.2619393939393939,6671.0,5817.78,0.872100134912307,-6.9545,12.946562,321.78833,89.0,0.0,-6.7545,12.032518,321.14062,100.0,0.0,-1.7795,14.232489,5.6743,100.0,28.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,40.18
2025-01-02 06:00:00,6,2,3,1,0,0,40.18,2.03,12321.0,11593.0,9722.0,12485.0,11794.0,9585.0,236.0,32.3,0.136864406779661,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,91.29,0.2766363636363637,6671.0,5818.33,0.8721825813221405,-7.0045,14.749031,318.33997,50.0,0.0,-6.9545,12.946562,321.78833,89.0,0.0,-1.7795,14.232489,5.6743,100.0,28.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,93.98
2025-01-02 07:00:00,7,2,3,1,0,0,93.98,2.92,12768.0,12321.0,9961.0,12716.0,12485.0,9736.0,236.0,51.31,0.2174152542372881,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,165.95999999999998,0.5029090909090909,6671.0,5816.57,0.871918752810673,-6.9545,12.937813,311.88577,50.0,0.0,-7.0045,14.749031,318.33997,50.0,0.0,-1.9295,15.244076,21.258373,100.0,5.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,118.65
2025-01-02 08:00:00,8,2,3,1,0,0,118.65,3.27,12933.0,12768.0,10217.0,12768.0,12716.0,10028.0,236.0,106.65,0.451906779661017,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,206.01,0.6242727272727272,6671.0,5820.26,0.8724718932693749,-7.2545004,10.379833,289.99683,41.0,0.0,-6.9545,12.937813,311.88577,50.0,0.0,-1.9295,15.244076,21.258373,100.0,5.5,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,124.76
2025-01-02 09:00:00,9,2,3,1,0,0,124.76,4.29,13079.0,12933.0,10456.0,13009.0,12768.0,10402.0,236.0,114.52,0.4852542372881356,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,205.87,0.6238484848484849,6671.0,5819.43,0.8723474741418079,-7.4795,10.0096,276.3099,0.0,0.0,-7.2545004,10.379833,289.99683,41.0,0.0,-2.1295,14.73335,25.624434,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,123.35
2025-01-02 10:00:00,10,2,3,1,0,0,123.35,4.43,13120.0,13079.0,10689.0,12980.0,13009.0,10704.0,236.0,114.29,0.4842796610169491,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,206.1,0.6245454545454545,6671.0,5817.97,0.8721286163993405,-7.1794996,10.489592,265.2633,2.5,25.5,-7.4795,10.0096,276.3099,0.0,0.0,-2.1295,14.73335,25.624434,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,110.5
2025-01-02 11:00:00,11,2,3,1,0,0,110.5,4.44,13112.0,13120.0,10886.0,12909.0,12980.0,10946.0,236.0,115.37,0.4888559322033898,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,205.18,0.6217575757575757,6671.0,5816.83,0.8719577274771398,-6.6045,13.405892,264.4693,20.5,74.0,-7.1794996,10.489592,265.2633,2.5,25.5,-2.3295,15.172782,22.98307,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,100.84
2025-01-02 12:00:00,12,2,3,1,0,0,100.84,4.5,13045.0,13112.0,11042.0,12779.0,12909.0,11192.0,236.0,115.24,0.4883050847457627,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,204.52,0.6197575757575758,6671.0,5818.12,0.8721511017838405,-6.1295,13.16667,256.114,36.5,99.5,-6.6045,13.405892,264.4693,20.5,74.0,-2.3295,15.172782,22.98307,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,106.1
2025-01-02 13:00:00,13,2,3,1,0,0,106.1,5.99,13153.0,13045.0,11276.0,12775.0,12779.0,11463.0,236.0,115.46,0.4892372881355932,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,204.3,0.6190909090909091,6671.0,5818.33,0.8721825813221405,-5.8045,14.08856,257.89984,7.5,97.0,-6.1295,13.16667,256.114,36.5,99.5,-2.7545,16.425053,15.680752,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,112.56
2025-01-02 14:00:00,14,2,3,1,0,0,112.56,12.26,13375.0,13153.0,11599.0,13208.0,12775.0,11836.0,236.0,115.29,0.4885169491525423,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,204.39,0.6193636363636363,6671.0,5818.5,0.8722080647579074,-6.0544996,17.671349,267.26364,17.5,67.0,-5.8045,14.08856,257.89984,7.5,97.0,-2.7545,16.425053,15.680752,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,127.82
2025-01-02 15:00:00,15,2,3,1,0,0,127.82,18.84,13609.0,13375.0,11840.0,13306.0,13208.0,12026.0,236.0,115.36,0.4888135593220339,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,204.79,0.6205757575757577,6671.0,5818.03,0.8721376105531404,-6.2295,16.068985,271.62732,43.5,18.0,-6.0544996,17.671349,267.26364,17.5,67.0,-3.3544998,17.057228,12.310812,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,135.32
2025-01-02 16:00:00,16,2,3,1,0,0,135.32,20.69,13670.0,13609.0,11900.0,13366.0,13306.0,12056.0,236.0,116.03,0.4916525423728813,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,204.74,0.6204242424242424,6671.0,5818.31,0.872179583270874,-6.6794996,14.42575,271.19025,0.5,0.0,-6.2295,16.068985,271.62732,43.5,18.0,-3.3544998,17.057228,12.310812,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,150.01
2025-01-02 17:00:00,17,2,3,1,0,0,150.01,16.31,13481.0,13670.0,11806.0,13432.0,13366.0,11864.0,236.0,116.29,0.4927542372881355,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,204.66,0.6201818181818182,6671.0,5819.64,0.872378953680108,-7.1295004,13.120452,275.7564,2.0,0.0,-6.6794996,14.42575,271.19025,0.5,0.0,-3.6545,15.691507,184.80373,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,147.02
2025-01-02 18:00:00,18,2,3,1,0,0,147.02,10.0,13162.0,13481.0,11615.0,13384.0,13432.0,11733.0,236.0,116.75,0.4947033898305085,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,204.97000000000003,0.6211212121212122,6671.0,5822.62,0.8728256633188427,-7.3794994,12.478889,281.2458,36.0,0.0,-7.1295004,13.120452,275.7564,2.0,0.0,-3.6545,15.691507,184.80373,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,108.33
2025-01-02 19:00:00,19,2,3,1,0,0,108.33,8.07,12852.0,13162.0,11417.0,12978.0,13384.0,11652.0,236.0,117.23,0.4967372881355932,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,204.65,0.6201515151515151,6671.0,5822.21,0.8727642032678758,-7.5795,11.739656,287.15295,45.0,0.0,-7.3794994,12.478889,281.2458,36.0,0.0,-4.0045,15.498386,358.0498,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,103.54
2025-01-02 20:00:00,20,2,3,1,0,0,103.54,6.88,12409.0,12852.0,11149.0,12609.0,12978.0,11555.0,236.0,105.63,0.4475847457627118,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,204.54,0.6198181818181819,6671.0,5819.46,0.8723519712187079,-7.7295,10.803366,288.8648,52.0,0.0,-7.5795,11.739656,287.15295,45.0,0.0,-4.0045,15.498386,358.0498,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,76.35
2025-01-02 21:00:00,21,2,3,1,0,0,76.35,9.64,12016.0,12409.0,10896.0,12287.0,12609.0,11287.0,236.0,58.620000000000005,0.2483898305084746,250.0,0.23,0.00092,200.0,0.0,0.0,330.0,204.69,0.6202727272727273,6671.0,5822.09,0.8727462149602758,-7.8795004,10.238513,288.8405,64.5,0.0,-7.7295,10.803366,288.8648,52.0,0.0,-4.4045,14.938774,349.15198,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,61.86
2025-01-02 22:00:00,22,2,3,1,0,0,61.86,7.04,11627.0,12016.0,10681.0,11990.0,12287.0,10936.0,236.0,0.0,0.0,250.0,0.0,0.0,200.0,0.0,0.0,330.0,0.0,0.0,6671.0,0.0,0.0,-7.6545,10.110966,283.19812,93.5,0.0,-7.8795004,10.238513,288.8405,64.5,0.0,-4.4045,14.938774,349.15198,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,49.16
2025-01-02 23:00:00,23,2,3,1,0,0,49.16,3.4,11275.0,11627.0,10559.0,11798.0,11990.0,10702.0,236.0,34.97,0.1481779661016949,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,203.88,0.6178181818181818,6671.0,5816.45,0.871900764503073,-7.5544996,10.058447,273.017,66.0,0.0,-7.6545,10.110966,283.19812,93.5,0.0,-5.2545,14.69268,341.51746,100.0,0.0,50.273,0.0,114.5,0.0,73.97859900000002,0.0,73.74,0.0,43.01
2025-01-03 00:00:00,0,3,4,1,0,0,43.01,3.25,11099.0,11275.0,10510.0,11668.0,11798.0,10525.0,236.0,34.83,0.1475847457627118,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,203.43,0.6164545454545455,6671.0,5815.55,0.8717658521960726,-8.2295,10.26478,262.3817,10.5,0.0,-7.5544996,10.058447,273.017,66.0,0.0,-6.0545,13.506487,337.425,100.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,38.15
2025-01-03 01:00:00,1,3,4,1,0,0,38.15,4.0,10994.0,11099.0,10401.0,11492.0,11668.0,10456.0,236.0,35.08,0.1486440677966101,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,198.37,0.6011212121212122,6671.0,5820.57,0.8725183630640083,-8.6545,11.079826,265.83197,21.5,0.0,-8.2295,10.26478,262.3817,10.5,0.0,-6.3545,11.764734,328.36444,100.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,35.22
2025-01-03 02:00:00,2,3,4,1,0,0,35.22,6.69,10990.0,10994.0,10394.0,11295.0,11492.0,10490.0,236.0,34.64,0.1467796610169491,250.0,0.22,0.00088,200.0,0.0,0.0,330.0,93.08,0.282060606060606,6671.0,5816.88,0.8719652226053066,-7.8545,12.539793,265.5574,64.0,0.0,-8.6545,11.079826,265.83197,21.5,0.0,-6.3545,12.394037,330.26654,100.0,0.0,49.622,50.273,113.2,114.5,74.222351,73.97859900000002,74.45,73.74,33.43
